,description,category,amount,time,source,title,amount_without_iof,account,id,tokenized,href,details.status,details.subcategory,_links.self.href,details.tags,details.charges.count,details.charges.amount,details.lat,details.lon,details.fx.currency_origin,details.fx.amount_origin,details.fx.amount_usd,details.fx.precise_amount_origin,details.fx.precise_amount_usd,details.fx.exchange_rate
239,Pag*Marizetedossantos,transaction,800,2021-02-14T18:48:29Z,upfront_national,restaurante,800.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6029707d-c3db-4f66-9d67-dd3fc1007209,False,nuapp://transaction/6029707d-c3db-4f66-9d67-dd3fc1007209,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6029707d-c3db-4f66-9d67-dd3fc1007209,,,,,,,,,,,
240,Editora O Globo Valor,transaction,1990,2021-02-07T12:32:30Z,upfront_national,outros,1990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,601fdddf-f822-4f08-bf5f-95951e53ea65,False,nuapp://transaction/601fdddf-f822-4f08-bf5f-95951e53ea65,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/601fdddf-f822-4f08-bf5f-95951e53ea65,,,,,,,,,,,
241,Claro Pgto Fatu Mensal,transaction,6299,2021-02-05T06:48:33Z,upfront_national,eletrônicos,6299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,601cea42-9044-41c4-90f1-c5ed94e8ea7e,False,nuapp://transaction/601cea42-9044-41c4-90f1-c5ed94e8ea7e,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/601cea42-9044-41c4-90f1-c5ed94e8ea7e,,,,,,,,,,,
242,Amazonprimebr,transaction,990,2021-01-31T13:10:21Z,upfront_national,educação,990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6016ac3d-30cd-4b49-8113-17b3852a3772,False,nuapp://transaction/6016ac3d-30cd-4b49-8113-17b3852a3772,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6016ac3d-30cd-4b49-8113-17b3852a3772,,,,,,,,,,,
243,Audible*541ec6by3,transaction,9057,2021-01-31T00:40:00Z,upfront_foreign,outros,8514.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6015fc60-e81f-4ab3-870b-3e308e067ed6,False,nuapp://transaction/6015fc60-e81f-4ab3-870b-3e308e067ed6,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6015fc60-e81f-4ab3-870b-3e308e067ed6,,,,,,USD,1495.0,1495.0,14.95,14.95,5.694983277591973
244,Drogaria Sao Paulo,transaction,699,2021-01-30T20:14:20Z,upfront_national,saúde,699.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6015be1c-d560-4abc-8f2f-0c5810d06839,False,nuapp://transaction/6015be1c-d560-4abc-8f2f-0c5810d06839,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/6015be1c-d560-4abc-8f2f-0c5810d06839,,,,,,,,,,,
245,Netflix.Com,transaction,3290,2021-01-28T11:47:17Z,upfront_national,serviços,3290.0,59ea3883-de78-4530-af24-91c5eb9a0bed,6012a446-3f93-4cd5-8438-bd82cf4c0586,True,nuapp://transaction/6012a446-3f93-4cd5-8438-bd82cf4c0586,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/6012a446-3f93-4cd5-8438-bd82cf4c0586,,,,,,,,,,,
246,C&A Modas Ltda. Cea-31,transaction,3453,2021-01-25T18:55:32Z,upfront_national,vestuário,3453.0,59ea3883-de78-4530-af24-91c5eb9a0bed,600f1424-ec56-49ae-924d-a9da46affb4e,False,nuapp://transaction/600f1424-ec56-49ae-924d-a9da46affb4e,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/600f1424-ec56-49ae-924d-a9da46affb4e,,,,,,,,,,,
247,Microsoft_subscription,transaction,2400,2021-01-22T04:18:54Z,upfront_national,serviços,2400.0,59ea3883-de78-4530-af24-91c5eb9a0bed,600a522f-34d5-4a22-9dfa-1f288c0be2a9,False,nuapp://transaction/600a522f-34d5-4a22-9dfa-1f288c0be2a9,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/600a522f-34d5-4a22-9dfa-1f288c0be2a9,,,,,,,,,,,
248,Amazon.Com.Br Digital,transaction,1047,2021-01-13T16:01:26Z,upfront_national,educação,1047.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fff1956-e583-4c7e-92cb-c037a2eaf791,False,nuapp://transaction/5fff1956-e583-4c7e-92cb-c037a2eaf791,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fff1956-e583-4c7e-92cb-c037a2eaf791,,,,,,,,,,,
249,Pao de Acucar Lj,transaction,3593,2021-01-09T21:18:05Z,upfront_national,supermercado,3593.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5ffa1d8e-feeb-47d2-9165-8769613832e7,False,nuapp://transaction/5ffa1d8e-feeb-47d2-9165-8769613832e7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ffa1d8e-feeb-47d2-9165-8769613832e7,,,,,,,,,,,
250,Mercadolivre*Vickkitt,transaction,2000,2021-01-09T19:03:26Z,upfront_national,serviços,2000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5ff9fdff-fa22-4531-a6d9-86ad6b029b75,False,nuapp://transaction/5ff9fdff-fa22-4531-a6d9-86ad6b029b75,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ff9fdff-fa22-4531-a6d9-86ad6b029b75,,,,,,,,,,,
251,Uberbr Uber *Trip Help,transaction,3010,2021-01-05T13:25:09Z,upfront_national,transporte,3010.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5ff468b5-2beb-4ac0-bf21-0dc938da0982,False,nuapp://transaction/5ff468b5-2beb-4ac0-bf21-0dc938da0982,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ff468b5-2beb-4ac0-bf21-0dc938da0982,,,,,,,,,,,
252,Claro Pgto Fatu Mensal,transaction,6299,2021-01-05T08:07:06Z,upfront_national,eletrônicos,6299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5ff41e2b-78f5-4be4-b15b-9fe3bf206847,False,nuapp://transaction/5ff41e2b-78f5-4be4-b15b-9fe3bf206847,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ff41e2b-78f5-4be4-b15b-9fe3bf206847,,,,,,,,,,,
253,Boteco do Franca,transaction,10340,2021-01-05T01:35:55Z,upfront_national,restaurante,10340.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5ff3c27c-e78b-4d1a-95e3-44893d2b8f47,False,nuapp://transaction/5ff3c27c-e78b-4d1a-95e3-44893d2b8f47,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ff3c27c-e78b-4d1a-95e3-44893d2b8f47,,,,,,,,,,,
254,Culturasalvad,transaction,4490,2021-01-03T20:23:21Z,upfront_national,outros,4490.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5ff227ba-7e00-4d4c-8332-04004a23b6fc,False,nuapp://transaction/5ff227ba-7e00-4d4c-8332-04004a23b6fc,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ff227ba-7e00-4d4c-8332-04004a23b6fc,,,,,,,,,,,
255,Tembici,transaction,800,2021-01-02T13:24:14Z,upfront_national,transporte,800.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5ff073ff-069a-47c8-8ad4-ce50f440cbeb,False,nuapp://transaction/5ff073ff-069a-47c8-8ad4-ce50f440cbeb,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5ff073ff-069a-47c8-8ad4-ce50f440cbeb,,,,,,,,,,,
256,Mercadolivre*Mercadop,transaction,2600,2020-12-31T14:28:51Z,upfront_national,outros,2600.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fede024-9603-4497-9a71-225b9ef4aea9,False,nuapp://transaction/5fede024-9603-4497-9a71-225b9ef4aea9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fede024-9603-4497-9a71-225b9ef4aea9,,,,,,,,,,,
257,Amazonprimebr,transaction,990,2020-12-31T13:11:52Z,upfront_national,educação,990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fedce18-48fb-4f4e-9557-93c8e5d05412,False,nuapp://transaction/5fedce18-48fb-4f4e-9557-93c8e5d05412,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fedce18-48fb-4f4e-9557-93c8e5d05412,,,,,,,,,,,
258,Amazon.Com.Br Digital,transaction,6790,2020-12-29T01:16:02Z,upfront_national,educação,6790.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fea8352-9770-4d38-874c-c8501951dd43,False,nuapp://transaction/5fea8352-9770-4d38-874c-c8501951dd43,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fea8352-9770-4d38-874c-c8501951dd43,,,,,,,,,,,
259,Netflix.Com,transaction,3290,2020-12-28T11:35:41Z,upfront_national,serviços,3290.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe9c30e-77a0-4093-abc1-456a18990ea8,True,nuapp://transaction/5fe9c30e-77a0-4093-abc1-456a18990ea8,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe9c30e-77a0-4093-abc1-456a18990ea8,,,,,,,,,,,
260,Uberbr Uber *Trip Help,transaction,2613,2020-12-27T03:45:43Z,upfront_national,transporte,2613.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe80368-2b02-47c3-ada7-c7719384c506,True,nuapp://transaction/5fe80368-2b02-47c3-ada7-c7719384c506,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe80368-2b02-47c3-ada7-c7719384c506,,,,,,,,,,,
261,Bombar,transaction,20900,2020-12-27T02:58:42Z,upfront_national,restaurante,20900.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe7f863-70e1-486e-803f-eb08bc8ac1b5,False,nuapp://transaction/5fe7f863-70e1-486e-803f-eb08bc8ac1b5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe7f863-70e1-486e-803f-eb08bc8ac1b5,,,,,,,,,,,
262,Drog Sao Paulo Fl,transaction,2848,2020-12-26T17:01:43Z,upfront_national,saúde,2848.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe76c77-c390-4be3-864c-9566d87a95ee,False,nuapp://transaction/5fe76c77-c390-4be3-864c-9566d87a95ee,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe76c77-c390-4be3-864c-9566d87a95ee,,,,,,,,,,,
263,Havaianas,transaction,34997,2020-12-26T15:47:07Z,installments_merchant,vestuário,34997.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe75afc-bca0-48b5-8717-23cefd87e0b9,False,nuapp://transaction/5fe75afc-bca0-48b5-8717-23cefd87e0b9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe75afc-bca0-48b5-8717-23cefd87e0b9,,3.0,11665.0,,,,,,,,
264,Levi S,transaction,21485,2020-12-26T15:28:02Z,installments_merchant,vestuário,21485.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe75686-0b22-41fc-856e-538c0e625605,False,nuapp://transaction/5fe75686-0b22-41fc-856e-538c0e625605,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe75686-0b22-41fc-856e-538c0e625605,,4.0,5371.0,,,,,,,,
265,Fototica,transaction,56700,2020-12-26T14:17:20Z,installments_merchant,saúde,56700.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe745f2-943a-4331-869b-e86e3fb4c5ab,False,nuapp://transaction/5fe745f2-943a-4331-869b-e86e3fb4c5ab,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe745f2-943a-4331-869b-e86e3fb4c5ab,,10.0,5670.0,,,,,,,,
266,Uberbr Uber *Trip Help,transaction,300,2020-12-24T15:32:29Z,upfront_national,transporte,300.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe4b48e-2044-4bba-a37e-909a94e36629,True,nuapp://transaction/5fe4b48e-2044-4bba-a37e-909a94e36629,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe4b48e-2044-4bba-a37e-909a94e36629,,,,,,,,,,,
267,Uberbr Uber Trip Help.,transaction,835,2020-12-24T13:03:50Z,upfront_national,transporte,835.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe491b7-78f8-4604-add4-b8f76015d316,False,nuapp://transaction/5fe491b7-78f8-4604-add4-b8f76015d316,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe491b7-78f8-4604-add4-b8f76015d316,,,,,,,,,,,
268,Microsoft_subscription,transaction,2400,2020-12-22T01:48:03Z,upfront_national,serviços,2400.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe15053-1025-42cd-9358-e0343e85e42b,False,nuapp://transaction/5fe15053-1025-42cd-9358-e0343e85e42b,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe15053-1025-42cd-9358-e0343e85e42b,,,,,,,,,,,
269,Uberbr Uber * Pending,transaction,3321,2020-12-21T11:40:47Z,upfront_national,transporte,3321.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe089c0-0bb5-48d8-a234-e3efa75451c5,True,nuapp://transaction/5fe089c0-0bb5-48d8-a234-e3efa75451c5,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe089c0-0bb5-48d8-a234-e3efa75451c5,,,,,,,,,,,
270,Uberbr Uber *Trip Help,transaction,300,2020-12-21T08:14:33Z,upfront_national,transporte,300.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe05969-4dbe-40ab-a0cc-b77bd5b937a4,False,nuapp://transaction/5fe05969-4dbe-40ab-a0cc-b77bd5b937a4,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe05969-4dbe-40ab-a0cc-b77bd5b937a4,,,,,,,,,,,
271,Uber *Trip,transaction,1232,2020-12-21T07:35:01Z,upfront_national,transporte,1232.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fe05026-f07f-45ec-876e-8b4bb4dee7e2,False,nuapp://transaction/5fe05026-f07f-45ec-876e-8b4bb4dee7e2,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fe05026-f07f-45ec-876e-8b4bb4dee7e2,,,,,,,,,,,
272,Latam Site Wibamu,transaction,67547,2020-12-13T21:42:28Z,upfront_national,viagem,67547.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fd68ac4-57a3-4915-87dd-31f6d56bb3b7,False,nuapp://transaction/5fd68ac4-57a3-4915-87dd-31f6d56bb3b7,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fd68ac4-57a3-4915-87dd-31f6d56bb3b7,,,,,,,,,,,
273,Latam Site Vrtfsj,transaction,7200,2020-12-13T21:33:53Z,upfront_national,viagem,7200.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fd688c2-e4de-4a53-a6cf-f6639b038231,False,nuapp://transaction/5fd688c2-e4de-4a53-a6cf-f6639b038231,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fd688c2-e4de-4a53-a6cf-f6639b038231,,,,,,,,,,,
274,Pao de Acucar Lj,transaction,46060,2020-12-12T16:59:52Z,upfront_national,supermercado,46060.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fd4f708-1566-46e3-855c-f6e35ad11ef3,False,nuapp://transaction/5fd4f708-1566-46e3-855c-f6e35ad11ef3,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fd4f708-1566-46e3-855c-f6e35ad11ef3,,,,,,,,,,,
275,Claro Pgto Fatu Mensal,transaction,6299,2020-12-07T06:34:23Z,upfront_national,eletrônicos,6299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fcdccf0-011e-4b40-a1d7-ab26d1c32452,False,nuapp://transaction/5fcdccf0-011e-4b40-a1d7-ab26d1c32452,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fcdccf0-011e-4b40-a1d7-ab26d1c32452,,,,,,,,,,,
276,Amazon.Com.Br,transaction,3369,2020-12-05T20:03:30Z,upfront_national,eletrônicos,3369.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fcbe792-5271-4a72-a079-3006005e1721,False,nuapp://transaction/5fcbe792-5271-4a72-a079-3006005e1721,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fcbe792-5271-4a72-a079-3006005e1721,,,,,,,,,,,
277,Amazonprimebr,transaction,990,2020-11-30T13:22:06Z,upfront_national,educação,990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fc4f1ff-c7b4-4487-beee-82db03336ea1,False,nuapp://transaction/5fc4f1ff-c7b4-4487-beee-82db03336ea1,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fc4f1ff-c7b4-4487-beee-82db03336ea1,,,,,,,,,,,
278,Netflix.Com,transaction,3290,2020-11-28T11:14:15Z,upfront_national,serviços,3290.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fc23108-4f31-4502-86ed-dc7c78f2082c,True,nuapp://transaction/5fc23108-4f31-4502-86ed-dc7c78f2082c,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fc23108-4f31-4502-86ed-dc7c78f2082c,,,,,,,,,,,
279,Amazon.Com.Br,transaction,58989,2020-11-28T02:58:00Z,installments_merchant,eletrônicos,58989.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fc1bcb8-785c-4334-bb2e-6926d4db49a0,False,nuapp://transaction/5fc1bcb8-785c-4334-bb2e-6926d4db49a0,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fc1bcb8-785c-4334-bb2e-6926d4db49a0,,6.0,9831.0,,,,,,,,
280,Microsoft_store,transaction,2400,2020-11-22T22:16:01Z,upfront_national,serviços,2400.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fbae321-5663-4f2b-a3f4-d03e6050fd2c,False,nuapp://transaction/5fbae321-5663-4f2b-a3f4-d03e6050fd2c,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fbae321-5663-4f2b-a3f4-d03e6050fd2c,,,,,,,,,,,
281,Mercadolivre*Mercadol,transaction,1300,2020-11-22T12:47:08Z,upfront_national,educação,1300.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fba5dcd-d096-4d70-97aa-b6fcc1d7a7bb,True,nuapp://transaction/5fba5dcd-d096-4d70-97aa-b6fcc1d7a7bb,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fba5dcd-d096-4d70-97aa-b6fcc1d7a7bb,,,,,,,,,,,
282,Pg *Nexo Jornal Nexo,transaction,1200,2020-11-22T06:55:45Z,upfront_national,serviços,1200.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fba0b72-8ee6-4b40-a387-25fdbf9dc121,False,nuapp://transaction/5fba0b72-8ee6-4b40-a387-25fdbf9dc121,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fba0b72-8ee6-4b40-a387-25fdbf9dc121,,,,,,,,,,,
283,99* Pop 15nov 11h49min,transaction,3351,2020-11-15T14:49:42Z,upfront_national,transporte,3351.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fb14007-896b-4f5a-bb38-79529e5fa19b,True,nuapp://transaction/5fb14007-896b-4f5a-bb38-79529e5fa19b,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fb14007-896b-4f5a-bb38-79529e5fa19b,,,,,,,,,,,
284,Rappi*Safe Brasil Inte,transaction,3888,2020-11-15T00:07:20Z,upfront_national,transporte,3888.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fb07138-05e8-4814-9151-ff34ecc8355a,False,nuapp://transaction/5fb07138-05e8-4814-9151-ff34ecc8355a,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fb07138-05e8-4814-9151-ff34ecc8355a,,,,,,,,,,,
285,Claro Pgto Fatu Mensal,transaction,6299,2020-11-05T06:39:45Z,upfront_national,eletrônicos,6299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fa39e31-ac31-4f28-aace-f8acb5f05e37,False,nuapp://transaction/5fa39e31-ac31-4f28-aace-f8acb5f05e37,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fa39e31-ac31-4f28-aace-f8acb5f05e37,,,,,,,,,,,
286,Burguer da Villa,transaction,3200,2020-11-02T19:15:31Z,upfront_national,supermercado,3200.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5fa05ae1-0a85-4f6a-8eb3-d4dc7c58095e,False,nuapp://transaction/5fa05ae1-0a85-4f6a-8eb3-d4dc7c58095e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5fa05ae1-0a85-4f6a-8eb3-d4dc7c58095e,,,,,,,,,,,
287,Amazonprimebr,transaction,990,2020-10-31T12:47:30Z,upfront_national,educação,990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f9d5ce3-759d-43ea-a554-f4b202962ab7,False,nuapp://transaction/5f9d5ce3-759d-43ea-a554-f4b202962ab7,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f9d5ce3-759d-43ea-a554-f4b202962ab7,,,,,,,,,,,
288,Netflix.Com,transaction,3290,2020-10-28T15:50:22Z,upfront_national,serviços,3290.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f99933f-cce2-477b-95c7-c4d16764ef67,False,nuapp://transaction/5f99933f-cce2-477b-95c7-c4d16764ef67,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f99933f-cce2-477b-95c7-c4d16764ef67,,,,,,,,,,,
289,Paddle.Net* Rsme.Cc,transaction,1875,2020-10-27T16:47:11Z,upfront_foreign,eletrônicos,1763.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f984f10-8350-40bb-8256-ab814fa9ef02,False,nuapp://transaction/5f984f10-8350-40bb-8256-ab814fa9ef02,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f984f10-8350-40bb-8256-ab814fa9ef02,,,,,,EUR,249.0,300.0,2.49,3,5.876666666666667
290,Pao de Acucar Lj,transaction,15086,2020-10-24T23:29:47Z,upfront_national,supermercado,15086.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f94b8ec-8890-42ff-a3a7-17677252f72c,False,nuapp://transaction/5f94b8ec-8890-42ff-a3a7-17677252f72c,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f94b8ec-8890-42ff-a3a7-17677252f72c,,,,,,,,,,,
291,Pg *Nexo Jornal Nexo,transaction,1200,2020-10-22T07:47:43Z,upfront_national,serviços,1200.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f913920-3997-427a-a88e-68343adcd467,False,nuapp://transaction/5f913920-3997-427a-a88e-68343adcd467,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f913920-3997-427a-a88e-68343adcd467,,,,,,,,,,,
292,Galletti Bikes,transaction,36000,2020-10-17T15:51:52Z,upfront_national,transporte,36000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f8b1318-0600-4449-9f1d-8042e08d74cf,False,nuapp://transaction/5f8b1318-0600-4449-9f1d-8042e08d74cf,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f8b1318-0600-4449-9f1d-8042e08d74cf,,,,,,,,,,,
293,Rappi Brasil Intermedi,transaction,5217,2020-10-11T02:23:04Z,upfront_national,transporte,5217.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f826c89-d2e3-4b99-9715-1cfa736eeed2,True,nuapp://transaction/5f826c89-d2e3-4b99-9715-1cfa736eeed2,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f826c89-d2e3-4b99-9715-1cfa736eeed2,,,,,,,,,,,
294,Rappi Brasil Intermedi,transaction,3620,2020-10-11T02:11:26Z,upfront_national,transporte,3620.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f8269ce-8577-4409-82ac-4a94133f0086,False,nuapp://transaction/5f8269ce-8577-4409-82ac-4a94133f0086,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f8269ce-8577-4409-82ac-4a94133f0086,,,,,,,,,,,
295,Ap Quinta Marcha,transaction,10000,2020-10-10T22:03:06Z,withdrawal_national,serviços,10000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f8231a4-5ee7-40b0-a103-6a96c22c06d0,False,nuapp://transaction/5f8231a4-5ee7-40b0-a103-6a96c22c06d0,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f8231a4-5ee7-40b0-a103-6a96c22c06d0,,,,,,,,,,,
296,Mercadolivre*Casaecam,transaction,12546,2020-10-07T11:05:54Z,upfront_national,casa,12546.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f7da113-ec3e-440e-bf4e-ac993d22bad2,False,nuapp://transaction/5f7da113-ec3e-440e-bf4e-ac993d22bad2,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f7da113-ec3e-440e-bf4e-ac993d22bad2,,,,-23.6955039,-46.8321871,,,,,,
297,Canva,transaction,6980,2020-10-05T13:08:26Z,upfront_national,serviços,6980.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f7b1acb-d1e0-4a91-a637-2be8b55f292f,False,nuapp://transaction/5f7b1acb-d1e0-4a91-a637-2be8b55f292f,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f7b1acb-d1e0-4a91-a637-2be8b55f292f,,,,,,,,,,,
298,Claro Pgto Fatu Mensal,transaction,6299,2020-10-05T12:30:15Z,upfront_national,eletrônicos,6299.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f7b11d7-6720-46b4-b1fb-262cc5085e90,False,nuapp://transaction/5f7b11d7-6720-46b4-b1fb-262cc5085e90,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f7b11d7-6720-46b4-b1fb-262cc5085e90,,,,-23.695505,-46.8321873,,,,,,
299,Promofarma,transaction,2804,2020-10-04T20:21:45Z,upfront_national,saúde,2804.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f7a2eda-d946-4d85-833b-ee4020161d50,False,nuapp://transaction/5f7a2eda-d946-4d85-833b-ee4020161d50,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f7a2eda-d946-4d85-833b-ee4020161d50,,,,-23.6851555,-46.8002937,,,,,,
300,Amazonprimebr,transaction,990,2020-09-30T13:22:46Z,upfront_national,educação,990.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f7486a6-9a72-4693-94d6-a4bfb5f67d53,False,nuapp://transaction/5f7486a6-9a72-4693-94d6-a4bfb5f67d53,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f7486a6-9a72-4693-94d6-a4bfb5f67d53,,,,,,,,,,,
301,Canva,transaction,337,2020-09-29T12:38:45Z,upfront_national,serviços,337.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f732ad6-a0dc-4ea2-9852-9e57d09ef6e0,False,nuapp://transaction/5f732ad6-a0dc-4ea2-9852-9e57d09ef6e0,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f732ad6-a0dc-4ea2-9852-9e57d09ef6e0,,,,,,,,,,,
302,Netflix.Com,transaction,3290,2020-09-28T09:58:05Z,upfront_national,serviços,3290.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5f71b3ad-097d-4518-a0ee-bfedee4e9e13,False,nuapp://transaction/5f71b3ad-097d-4518-a0ee-bfedee4e9e13,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5f71b3ad-097d-4518-a0ee-bfedee4e9e13,,,,,,,,,,,
