,description,category,amount,time,source,title,amount_without_iof,account,id,tokenized,href,details.status,details.subcategory,_links.self.href,details.tags,details.charges.count,details.charges.amount,details.lat,details.lon,details.fx.currency_origin,details.fx.amount_origin,details.fx.amount_usd,details.fx.precise_amount_origin,details.fx.precise_amount_usd,details.fx.exchange_rate
376,Amzn Mktp de*Sb9rx5ta5,transaction,18590,2020-02-21T11:25:11Z,upfront_foreign,outros,17475.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e4fbe17-3b0e-4c22-9555-5d9d583b1bcf,,nuapp://transaction/5e4fbe17-3b0e-4c22-9555-5d9d583b1bcf,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e4fbe17-3b0e-4c22-9555-5d9d583b1bcf,,,,53.563154,9.8832353,BRL,16770.0,3830.0,167.7,38.3,4.56266318537859
377,Amzn Mktp de,transaction,39724,2020-02-20T16:30:50Z,upfront_foreign,educação,37342.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e4eb43a-05a5-4fcb-a4a8-202a7f69bc79,,nuapp://transaction/5e4eb43a-05a5-4fcb-a4a8-202a7f69bc79,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e4eb43a-05a5-4fcb-a4a8-202a7f69bc79,,,,53.5638683,9.8820821,BRL,35833.0,8184.0,358.33,81.84,4.562805474095796
378,Hostel World,transaction,1439,2020-02-09T16:02:14Z,upfront_foreign,viagem,1353.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e402d06-8cfc-46a6-a6a2-ca48a80a0965,,nuapp://transaction/5e402d06-8cfc-46a6-a6a2-ca48a80a0965,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e402d06-8cfc-46a6-a6a2-ca48a80a0965,,,,53.5638742,9.8820958,EUR,270.0,302.0,2.7,3.02,4.4801324503311255
379,Linkedin-510*6147993,transaction,5501,2020-01-22T11:27:11Z,upfront_foreign,outros,5171.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e28318f-b115-49a8-9558-e7ca99282e33,,nuapp://transaction/5e28318f-b115-49a8-9558-e7ca99282e33,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e28318f-b115-49a8-9558-e7ca99282e33,,,,53.5654969,9.984983,USD,1187.0,1187.0,11.87,11.87,4.356360572872789
380,Goethe Institut e.V.,transaction,124871,2020-01-20T15:49:51Z,upfront_foreign,educação,117382.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e25cc21-efc7-468c-9338-54edaf23a622,,nuapp://transaction/5e25cc21-efc7-468c-9338-54edaf23a622,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e25cc21-efc7-468c-9338-54edaf23a622,,,,53.5653589,9.9848507,EUR,24000.0,26983.0,240,269.83,4.350220509209502
381,Uber Trip Help.Uber.Co,transaction,2775,2020-01-05T14:49:46Z,upfront_foreign,transporte,2609.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e11f78b-d216-4455-a723-a2ab5cabfd78,,nuapp://transaction/5e11f78b-d216-4455-a723-a2ab5cabfd78,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e11f78b-d216-4455-a723-a2ab5cabfd78,,,,40.4082144,-3.6991634,EUR,545.0,619.0,5.45,6.19,4.21486268174475
382,Uber Trip Help.Uber.Co,transaction,1194,2019-12-28T23:20:25Z,upfront_foreign,transporte,1122.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e07e339-151e-4a52-afc6-64f9a0a41426,,nuapp://transaction/5e07e339-151e-4a52-afc6-64f9a0a41426,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e07e339-151e-4a52-afc6-64f9a0a41426,,,,51.4848451,-0.1684394,GBP,200.0,266.0,2,2.66,4.2180451127819545
383,Uber Trip Help.Uber.Co,transaction,2750,2019-12-28T22:47:50Z,upfront_foreign,transporte,2585.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e07db97-855f-4c83-b09d-1ba5cafe2ca7,,nuapp://transaction/5e07db97-855f-4c83-b09d-1ba5cafe2ca7,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e07db97-855f-4c83-b09d-1ba5cafe2ca7,,,,51.5003553,-0.1293334,GBP,461.0,613.0,4.61,6.13,4.216965742251223
384,Paypal *Uber Bv,transaction,2835,2019-12-28T12:59:47Z,upfront_foreign,transporte,2665.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e0751c3-5691-413d-ad50-28a63915ee82,,nuapp://transaction/5e0751c3-5691-413d-ad50-28a63915ee82,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e0751c3-5691-413d-ad50-28a63915ee82,,,,51.4848334,-0.1684919,BRL,2558.0,632.0,25.58,6.32,4.216772151898734
385,Uber Trip Help.Uber.Co,transaction,2382,2019-12-28T04:44:06Z,upfront_foreign,transporte,2239.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e06dd96-9811-4d01-9bfc-f2d5f7895046,,nuapp://transaction/5e06dd96-9811-4d01-9bfc-f2d5f7895046,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e06dd96-9811-4d01-9bfc-f2d5f7895046,,,,51.519529,-0.1021648,GBP,400.0,531.0,4,5.31,4.216572504708098
386,Uber Trip Help.Uber.Co,transaction,2382,2019-12-28T04:38:12Z,upfront_foreign,transporte,2239.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5e06dc34-d9c2-405a-a5c3-910f19cc0f89,,nuapp://transaction/5e06dc34-d9c2-405a-a5c3-910f19cc0f89,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5e06dc34-d9c2-405a-a5c3-910f19cc0f89,,,,51.5194486,-0.1026993,GBP,400.0,531.0,4,5.31,4.216572504708098
387,Sitbus,transaction,3058,2019-12-21T13:18:26Z,upfront_foreign,serviços,2875.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5dfe1ba3-ba9e-4bf6-92ef-fe5bc76b3aeb,,nuapp://transaction/5dfe1ba3-ba9e-4bf6-92ef-fe5bc76b3aeb,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5dfe1ba3-ba9e-4bf6-92ef-fe5bc76b3aeb,,,,42.789582,12.4249369,EUR,600.0,678.0,6,6.78,4.240412979351032
388,Iberia,transaction,42928,2019-12-20T08:50:41Z,upfront_foreign,viagem,40353.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5dfc8b67-18c5-468b-bfa4-d762300a978d,,nuapp://transaction/5dfc8b67-18c5-468b-bfa4-d762300a978d,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5dfc8b67-18c5-468b-bfa4-d762300a978d,,,,45.4175564,11.877876,EUR,8451.0,9520.0,84.51,95.2,4.2387605042016805
389,Hostel World,transaction,2490,2019-12-19T17:56:27Z,upfront_foreign,viagem,2341.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5dfbb9cc-5c90-47cc-8f93-ad177cb23cdc,,nuapp://transaction/5dfbb9cc-5c90-47cc-8f93-ad177cb23cdc,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5dfbb9cc-5c90-47cc-8f93-ad177cb23cdc,,,,45.4777445,12.1866828,EUR,492.0,554.0,4.92,5.54,4.225631768953068
390,Mcafee Cs2466001171,transaction,24900,2019-12-16T12:15:41Z,upfront_national,outros,24900.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5df7756e-cf29-411a-81c5-38d0a1aed872,,nuapp://transaction/5df7756e-cf29-411a-81c5-38d0a1aed872,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5df7756e-cf29-411a-81c5-38d0a1aed872,,,,53.5654013,9.9848973,,,,,,
391,Pfefferbett Ggmbh,transaction,37574,2019-12-12T13:10:32Z,upfront_foreign,viagem,35321.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5df23c48-d940-479c-8559-92831ad2f573,,nuapp://transaction/5df23c48-d940-479c-8559-92831ad2f573,,unknown,https://prod-s2-facade.nubank.com.br/api/transactions/5df23c48-d940-479c-8559-92831ad2f573,,,,47.5049035,19.0594135,EUR,7304.0,8265.0,73.04,82.65,4.273563218390804
392,Hostel World,transaction,7697,2019-12-12T12:56:36Z,upfront_foreign,viagem,7235.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5df23904-89dc-4d2d-9430-61b5a87b5940,,nuapp://transaction/5df23904-89dc-4d2d-9430-61b5a87b5940,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5df23904-89dc-4d2d-9430-61b5a87b5940,,,,47.5070031,19.0608437,EUR,1496.0,1693.0,14.96,16.93,4.273479031305375
393,Dnd Management Bvba,transaction,1447,2019-12-09T10:42:23Z,upfront_foreign,viagem,1360.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5dee2510-13ba-43b9-8c07-8bff5ad47d10,,nuapp://transaction/5dee2510-13ba-43b9-8c07-8bff5ad47d10,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5dee2510-13ba-43b9-8c07-8bff5ad47d10,,,,50.8557736,4.3909217,EUR,280.0,315.0,2.8,3.15,4.317460317460317
394,Dnd Management Bvba,transaction,1447,2019-12-09T10:42:06Z,upfront_foreign,viagem,1360.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5dee24fe-78ab-4aa4-b302-9d7ca660c085,,nuapp://transaction/5dee24fe-78ab-4aa4-b302-9d7ca660c085,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5dee24fe-78ab-4aa4-b302-9d7ca660c085,,,,50.8557736,4.3909217,EUR,280.0,315.0,2.8,3.15,4.317460317460317
395,Hostel World,transaction,4820,2019-12-02T21:31:53Z,upfront_foreign,viagem,4531.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5de582ca-7a66-474b-a931-32d10f4f153a,,nuapp://transaction/5de582ca-7a66-474b-a931-32d10f4f153a,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5de582ca-7a66-474b-a931-32d10f4f153a,,,,53.5638552,9.8820477,EUR,916.0,1031.0,9.16,10.31,4.394762366634335
396,The Ash Antwerp,transaction,15249,2019-12-01T22:00:03Z,upfront_foreign,viagem,14334.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5de437e3-b3d6-4355-8593-82d925655647,,nuapp://transaction/5de437e3-b3d6-4355-8593-82d925655647,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5de437e3-b3d6-4355-8593-82d925655647,,,,53.5640689,9.8819663,EUR,2907.0,3263.0,29.07,32.63,4.392889978547349
397,Hostel World,transaction,2691,2019-12-01T21:58:14Z,upfront_foreign,viagem,2530.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5de43777-064b-4be4-a08e-12e6c814e601,,nuapp://transaction/5de43777-064b-4be4-a08e-12e6c814e601,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5de43777-064b-4be4-a08e-12e6c814e601,,,,53.5638555,9.8819411,EUR,513.0,576.0,5.13,5.76,4.392361111111111
398,Scribd Inc,transaction,5391,2019-10-30T12:33:04Z,upfront_foreign,educação,5068.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5db98301-6a64-40aa-adda-12788367a6c8,,nuapp://transaction/5db98301-6a64-40aa-adda-12788367a6c8,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5db98301-6a64-40aa-adda-12788367a6c8,,,,53.5713253,10.0607068,EUR,1070.0,1217.0,10.7,12.17,4.164338537387017
399,Mawista Student,transaction,16961,2019-10-01T13:49:02Z,upfront_foreign,serviços,15944.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d93594f-9741-470b-bc61-2fa83962fa19,,nuapp://transaction/5d93594f-9741-470b-bc61-2fa83962fa19,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d93594f-9741-470b-bc61-2fa83962fa19,,,,52.3674968,4.8933922,EUR,3310.0,3673.0,33.1,36.73,4.340865777293765
400,Hostel World,transaction,1765,2019-09-30T09:51:12Z,upfront_foreign,viagem,1659.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d91d010-9dc0-4aea-b230-dc2df4fef69a,,nuapp://transaction/5d91d010-9dc0-4aea-b230-dc2df4fef69a,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d91d010-9dc0-4aea-b230-dc2df4fef69a,,,,53.5638831,9.8819986,EUR,345.0,383.0,3.45,3.83,4.331592689295039
401,Hostel World,transaction,2221,2019-09-30T09:46:48Z,upfront_foreign,viagem,2088.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d91cf09-e94d-4b33-a085-c2eab4779a7c,,nuapp://transaction/5d91cf09-e94d-4b33-a085-c2eab4779a7c,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d91cf09-e94d-4b33-a085-c2eab4779a7c,,,,53.5638799,9.8819952,EUR,435.0,482.0,4.35,4.82,4.331950207468879
402,Hostel World,transaction,1939,2019-09-25T21:48:36Z,upfront_foreign,viagem,1823.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d8be0b4-b1d8-42d9-9125-dadc99db46ea,,nuapp://transaction/5d8be0b4-b1d8-42d9-9125-dadc99db46ea,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d8be0b4-b1d8-42d9-9125-dadc99db46ea,,,,53.5638495,9.8820523,EUR,375.0,419.0,3.75,4.19,4.350835322195704
403,U-Store Fil.,transaction,1417,2019-09-23T18:25:40Z,upfront_foreign,outros,1332.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d890e24-338d-4314-9feb-faa41ab0f5c9,,nuapp://transaction/5d890e24-338d-4314-9feb-faa41ab0f5c9,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d890e24-338d-4314-9feb-faa41ab0f5c9,,,,48.1425566,11.5522377,EUR,275.0,307.0,2.75,3.07,4.3387622149837135
404,Schloss Und Gartenverw,transaction,2581,2019-09-23T15:05:18Z,upfront_foreign,serviços,2426.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d88df2e-0509-48e3-acec-0d59ba1cc98b,,nuapp://transaction/5d88df2e-0509-48e3-acec-0d59ba1cc98b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d88df2e-0509-48e3-acec-0d59ba1cc98b,,,,48.1568256,11.5054709,EUR,500.0,559.0,5,5.59,4.339892665474061
405,Schloss Und Gartenverw,transaction,2581,2019-09-23T15:04:20Z,upfront_foreign,serviços,2426.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d88def5-0be2-4c78-8fcf-736b945ce21e,,nuapp://transaction/5d88def5-0be2-4c78-8fcf-736b945ce21e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d88def5-0be2-4c78-8fcf-736b945ce21e,,,,48.1568256,11.5054709,EUR,500.0,559.0,5,5.59,4.339892665474061
406,Bayerische Staatsgemae,transaction,3630,2019-09-20T10:05:26Z,upfront_foreign,lazer,3412.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d84a467-924c-4fda-8731-beea4d7e84db,,nuapp://transaction/5d84a467-924c-4fda-8731-beea4d7e84db,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d84a467-924c-4fda-8731-beea4d7e84db,,,,48.1475919,11.5682082,EUR,700.0,787.0,7,7.87,4.335451080050826
407,C & A Hamburg-Moenckeb,transaction,5331,2019-09-19T18:03:07Z,upfront_foreign,vestuário,5011.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d83c2dc-ce46-4a0c-8a12-0da487040251,,nuapp://transaction/5d83c2dc-ce46-4a0c-8a12-0da487040251,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d83c2dc-ce46-4a0c-8a12-0da487040251,,,,53.5522029,10.00684,EUR,1032.0,1164.0,10.32,11.64,4.304982817869416
408,Paypal *Flixbus,transaction,50076,2019-09-12T17:21:36Z,upfront_foreign,transporte,47073.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d7a7ea1-672c-4e51-9096-f146f603096e,,nuapp://transaction/5d7a7ea1-672c-4e51-9096-f146f603096e,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d7a7ea1-672c-4e51-9096-f146f603096e,,,,,,EUR,9900.0,11144.0,99,111.44,4.224066762383345
409,Flixbus,transaction,17185,2019-09-07T09:37:33Z,upfront_foreign,transporte,16154.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d737a5d-d982-45bc-80b5-24f4a46f481d,,nuapp://transaction/5d737a5d-d982-45bc-80b5-24f4a46f481d,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d737a5d-d982-45bc-80b5-24f4a46f481d,,,,50.1225451,8.6864376,EUR,3398.0,3821.0,33.98,38.21,4.227689086626538
410,Panasonic - Aa,transaction,5397,2019-09-06T21:41:04Z,upfront_foreign,serviços,5073.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d72d270-6075-405a-a81c-fb5d6443bf3f,,nuapp://transaction/5d72d270-6075-405a-a81c-fb5d6443bf3f,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d72d270-6075-405a-a81c-fb5d6443bf3f,,,,35.2179417,-80.9282044,USD,1200.0,1200.0,12,12,4.2275
411,Mta*Metrocard/Airtrain,transaction,2249,2019-09-06T14:52:05Z,upfront_foreign,transporte,2114.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d727296-3145-40aa-9384-817421163684,,nuapp://transaction/5d727296-3145-40aa-9384-817421163684,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d727296-3145-40aa-9384-817421163684,,,,40.6947563,-73.8123146,USD,500.0,500.0,5,5,4.228
412,Mta*Metrocard Machine,transaction,1102,2019-09-06T14:02:47Z,upfront_foreign,transporte,1036.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d726707-cd60-4024-8d6a-78dd02e92812,,nuapp://transaction/5d726707-cd60-4024-8d6a-78dd02e92812,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d726707-cd60-4024-8d6a-78dd02e92812,,,,,,USD,245.0,245.0,2.45,2.45,4.228571428571429
413,Dunkin #353862 Q35,transaction,2100,2019-09-06T13:04:30Z,upfront_foreign,restaurante,1974.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d72595e-255b-4e53-aa3f-c3f9b8be7877,,nuapp://transaction/5d72595e-255b-4e53-aa3f-c3f9b8be7877,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d72595e-255b-4e53-aa3f-c3f9b8be7877,,,,40.7989411,-73.9669893,USD,467.0,467.0,4.67,4.67,4.226980728051392
414,Best Gourmet Deli Groc,transaction,2249,2019-09-06T03:14:29Z,upfront_foreign,supermercado,2114.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d71cf15-9c80-4441-b0ea-7f0a8950fed2,,nuapp://transaction/5d71cf15-9c80-4441-b0ea-7f0a8950fed2,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d71cf15-9c80-4441-b0ea-7f0a8950fed2,,,,40.7991188,-73.9659224,USD,500.0,500.0,5,5,4.228
415,New Kam Lai Usa Inc,transaction,2938,2019-09-06T02:11:31Z,upfront_foreign,restaurante,2762.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d71c053-47be-407c-9cb9-d35607bb3b11,,nuapp://transaction/5d71c053-47be-407c-9cb9-d35607bb3b11,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d71c053-47be-407c-9cb9-d35607bb3b11,,,,40.7944437,-73.9677591,USD,650.0,650.0,6.5,6.5,4.24923076923077
416,Buffalo Wild Wings #36,transaction,8994,2019-09-05T18:38:55Z,upfront_foreign,restaurante,8455.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d715640-562c-45f4-9928-da1461496641,,nuapp://transaction/5d715640-562c-45f4-9928-da1461496641,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d715640-562c-45f4-9928-da1461496641,,,,40.760933,-73.9884705,USD,2000.0,2000.0,20,20,4.2275
417,Duane Reade #14214,transaction,19833,2019-09-05T02:54:53Z,upfront_foreign,saúde,18644.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d7078fd-89e3-4414-bb8c-65cd78d6982e,,nuapp://transaction/5d7078fd-89e3-4414-bb8c-65cd78d6982e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d7078fd-89e3-4414-bb8c-65cd78d6982e,,,,40.8032857,-73.9670244,USD,4346.0,4346.0,43.46,43.46,4.2899217671422
418,Hostel World,transaction,4281,2019-09-01T21:07:56Z,upfront_foreign,viagem,4024.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d6c332d-e693-4d6d-bbd9-bfebf6931c2e,,nuapp://transaction/5d6c332d-e693-4d6d-bbd9-bfebf6931c2e,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d6c332d-e693-4d6d-bbd9-bfebf6931c2e,,,,40.7871894,-73.9700022,USD,935.0,935.0,9.35,9.35,4.303743315508021
419,Hostelling Internation,transaction,69518,2019-09-01T17:40:06Z,upfront_foreign,viagem,65349.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d6c0276-c8cf-493e-b9c4-83b856501440,,nuapp://transaction/5d6c0276-c8cf-493e-b9c4-83b856501440,,unknown,https://prod-s2-facade.nubank.com.br/api/transactions/5d6c0276-c8cf-493e-b9c4-83b856501440,,,,,,USD,15084.0,15084.0,150.84,150.84,4.3323389021479715
420,Mc Donalds Aug,transaction,690,2019-08-31T04:52:18Z,upfront_national,restaurante,690.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d69fd02-efdf-471c-aec7-c363f6b0bf2d,,nuapp://transaction/5d69fd02-efdf-471c-aec7-c363f6b0bf2d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d69fd02-efdf-471c-aec7-c363f6b0bf2d,,,,-23.5585988,-46.6593608,,,,,,
421,Carrefour Express-Paul,transaction,279,2019-08-31T04:37:48Z,upfront_national,supermercado,279.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d69f99c-5a3b-4964-a996-7beadc9e5ed2,,nuapp://transaction/5d69f99c-5a3b-4964-a996-7beadc9e5ed2,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d69f99c-5a3b-4964-a996-7beadc9e5ed2,,,,-23.5568124,-46.6615822,,,,,,
422,Chave de Ouro,transaction,7000,2019-08-31T03:31:20Z,upfront_national,restaurante,7000.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d69ef6f-58e1-48ea-b7df-bc8474b8a607,,nuapp://transaction/5d69ef6f-58e1-48ea-b7df-bc8474b8a607,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d69ef6f-58e1-48ea-b7df-bc8474b8a607,,,,-23.5586699,-46.6676268,,,,,,
423,Pag*Barerestaurante,transaction,350,2019-08-31T02:52:50Z,upfront_national,restaurante,350.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d69eec2-ee1e-462b-b9d4-f1d0cefa3a67,,nuapp://transaction/5d69eec2-ee1e-462b-b9d4-f1d0cefa3a67,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d69eec2-ee1e-462b-b9d4-f1d0cefa3a67,,,,-23.5586699,-46.6676268,,,,,,
424,2031 Extra Facil Ri,transaction,860,2019-08-29T20:15:46Z,upfront_national,supermercado,860.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d683272-cf07-4b5e-807b-be8df7022346,,nuapp://transaction/5d683272-cf07-4b5e-807b-be8df7022346,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d683272-cf07-4b5e-807b-be8df7022346,,,,-23.5650801,-46.7505541,,,,,,
425,Marcio Balieiro Ikeda,transaction,1300,2019-08-29T01:14:52Z,upfront_national,restaurante,1300.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d67270d-251d-490b-b8ea-0667f05208a8,,nuapp://transaction/5d67270d-251d-490b-b8ea-0667f05208a8,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d67270d-251d-490b-b8ea-0667f05208a8,,,,-23.5570029,-46.7535142,,,,,,
426,The Box Burguer,transaction,1300,2019-08-29T00:36:14Z,upfront_national,restaurante,1300.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d671dff-4a33-4cac-ab37-01702adba184,,nuapp://transaction/5d671dff-4a33-4cac-ab37-01702adba184,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d671dff-4a33-4cac-ab37-01702adba184,,,,-23.5569875,-46.753525,,,,,,
427,Conveniencia Porto,transaction,860,2019-08-25T15:05:05Z,upfront_national,restaurante,860.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d62a3a1-aed1-4cd0-b217-e2a7ca5536f7,,nuapp://transaction/5d62a3a1-aed1-4cd0-b217-e2a7ca5536f7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d62a3a1-aed1-4cd0-b217-e2a7ca5536f7,,,,-23.5989085,-46.7416269,,,,,,
428,Mc Donalds Aug,transaction,1490,2019-08-24T01:55:13Z,upfront_national,restaurante,1490.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d609901-3bb1-4faa-8592-fb160f3a2c98,,nuapp://transaction/5d609901-3bb1-4faa-8592-fb160f3a2c98,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d609901-3bb1-4faa-8592-fb160f3a2c98,,,,-23.5642632,-46.656526,,,,,,
429,Clebson Araujo dos San,transaction,600,2019-08-24T01:31:50Z,upfront_national,educação,600.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d609386-094a-494e-963e-e58b01ae502e,,nuapp://transaction/5d609386-094a-494e-963e-e58b01ae502e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d609386-094a-494e-963e-e58b01ae502e,,,,,,,,,,,
430,Cinderela,transaction,500,2019-08-23T22:58:13Z,upfront_national,restaurante,500.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d606f85-1c14-4f87-ba58-31db1842077f,,nuapp://transaction/5d606f85-1c14-4f87-ba58-31db1842077f,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d606f85-1c14-4f87-ba58-31db1842077f,,,,-23.5644502,-46.6545609,,,,,,
431,A Doce Vida Chocolates,transaction,500,2019-08-23T20:50:50Z,upfront_national,supermercado,500.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d6051aa-a405-476d-83ba-26ad214ed978,,nuapp://transaction/5d6051aa-a405-476d-83ba-26ad214ed978,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d6051aa-a405-476d-83ba-26ad214ed978,,,,-23.5641567,-46.6552389,,,,,,
432,Rainha do Sumare,transaction,1950,2019-08-23T16:14:25Z,upfront_national,restaurante,1950.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d6010e1-09cb-4d9a-959a-3124ef34d3fc,,nuapp://transaction/5d6010e1-09cb-4d9a-959a-3124ef34d3fc,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d6010e1-09cb-4d9a-959a-3124ef34d3fc,,,,-23.5507979,-46.6784828,,,,,,
433,Google Play Travelspen,transaction,2599,2019-08-22T01:49:26Z,upfront_national,outros,2599.0,59ea3883-de78-4530-af24-91c5eb9a0bed,5d5df4a6-69bb-4068-b3f2-c77b545b267e,,nuapp://transaction/5d5df4a6-69bb-4068-b3f2-c77b545b267e,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5d5df4a6-69bb-4068-b3f2-c77b545b267e,,,,-23.5451115,-46.6432305,,,,,,
